text,brand,sentiment,ecosystem
"Grouped{in} guy: &quot;Do you have an iPhone, iPad, or iPod touch?&quot; Me: &quot;All of those.&quot; (I had the decency to blush, at least.) #sxsw",Apple,Neutral,Apple
"Grouped{in} nice app for groups, aber leider nur fÌ_r iPhone.  {link} #sxsw",iPad or iPhone App,Positive,Apple
Wait. FIONA APPLE is in town??? Somebody kidnap her and put her in a recording studio until she records a new album. #sxsw,Apple,Neutral,Apple
Who's gonna get an iPad2 today or this weekend? #ipad2 I bet the lines at the Apple pop up store in Austin for #SXSW will be huge.,Apple,Neutral,Apple
Now I wanna have their babies RT @mention platform for Flipboard is the iPhone. Team started working on it. #sxflip #SXSW #SXSWi,Apple,Neutral,Apple
Who's gonna leave #SXSW tomorrow at 5pm to go purchase #iPad2? Map to Store: {link},Unknown,Neutral,Unknown
"@mention Nah, I'm traveling to #sxsw but I called my Apple guy.",Apple,Neutral,Apple
Google renames 'augmented reality' to 'contextual discovery' -  Why? #sxsw,Google,Neutral,Google
iPad 2 sync complete! I'm live! #livingthedream #sxsw,iPad,Positive,Apple
"Testing #NCAA MMOD iPad app during an #sxsw session. Flawless livesteam of bracket show. AT&amp;T ad for Atrix makes no sense on mute, though.",iPad or iPhone App,Positive,Apple
Grrr..plancast stuff exported to Google calendar in San Diego/pacific time did not shift to central tme #wack #sxsw,Google,Negative,Google
Had to cancel my trip to Austin #SXSW today/I'm under the weather. Found a great iTunes mix of SXSW artists &amp; it's FREE!{link},Other Apple product or service,Positive,Apple
"iPad2 launch at Apple pop-up store in Austin, Texas for #sxsw {link}",Apple,Neutral,Apple
"We all, including me, have this emotional thing with iPad. #barrydiller #sxsw #pnid",iPad,Positive,Apple
James Franco is going over notes for his #SXSW speech iPad 2 vs Android Vs World. He got an iPad days ago but feels like an expert already.,iPad,Positive,Apple
I also function as an iPad. ÛÏ@mention There sure are a lot of ipads on this flight. And @mention #NerdsUnite #sxswÛ,Apple,Neutral,Apple
÷¼ GO BEYOND BORDERS! ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,Unknown,Neutral,Unknown
Crowley and Cashmore think iPad 2 is a minor step up. Tell that to the people standing in line at #SXSW Apple pop-up store! #checkins,iPad,Positive,Apple
"Wow, demand for the iPad 2 is insatiable, seems to be sold out everywhere in Austin, Texas. I suppose #SXSW being in town isn't helping.",iPad,Positive,Apple
"3:45 am and I just put the word &quot;food&quot; into a google maps search off my phone.

so yeah #SXSW",Google,Neutral,Google
Stop by and let us make you a custom iPhone case! #zazzlesxsw #Sxsw #sxswi {link}  {link},Apple,Neutral,Apple
Swisher and McCue see clear flow from Netscape to Yahoo to Google in terms of learning from the mistakes of prior #sxflip #SXSW,Google,Neutral,Google
So true-and rare! RT @mention Have yet to see someone with PC (Dell or otherwise) at SXSW - all Apple MacBook Pro or iPads...#sxsw,Apple,Neutral,Apple
"Chillin and talkin UX design from the perspective of a used to be programmer at #superhappydevhouse, #google, #SXSW, #h4cker",Google,Neutral,Google
"Line around the block at the #sxsw pop-up Apple store. @mention Apple Store, SXSW {link} #photo",Apple,Neutral,Apple
"line around the corner for #iPad2 at #sxsw, i say wait on it. I've already got two cameras on my #iPhone sorry #apple",iPad,Negative,Apple
Anyone find the makeshift #Apple store at #SXSW yet?,Apple,Positive,Apple
#sxsw bound! Keep an eye out I may give away an @mention #iPhone case at ATX after we land!,Apple,Neutral,Apple
is surrounded by lots of iPad 2 boxes #SXSW,iPad,Positive,Apple
SXSW attendees! Come see #Aquent booth 1415 #SXSW trade show. You might win iPad 2!,iPad,Positive,Apple
"Gee, I wonder why so many of my Android apps are updating... #sxsw",Google,Neutral,Google
"Bereft wanderer. White cord, limp. Lifeless. There is no outlet for your iPhone here. #sxsw #poetry",iPhone,Negative,Apple
"Hey #vufinders, awesome new update for @mention #iphone app {link} 3X speedup for object tagging (outside #sxsw conf hours :-)",iPad or iPhone App,Positive,Apple
#sxsw: #indieauthors: Sanders: &quot;One author talked about technology in their stories. Why isn't Facebook/iPhone showing up in stories?&quot;,Apple,Neutral,Apple
Really finding myself enjoying the ipad design principles. Well done. #tapworthy Very useful and clear points throughout. #sxsw,iPad,Positive,Apple
Google finding new ways to help small business say more on their Place Page #sxsw [Here's our overview {link},Google,Positive,Google
Google handing out free pi for pi day! #SXSW #win,Google,Positive,Google
I cant handle everyone's tweets about the new Flipboard. #Jealous Thinking about taking the plunge and buying an iPad at #SXSW,iPad,Positive,Apple
Man panhandling for an iPad 2 at #SXSW!  What's the world coming to? &lt;Seriously!&gt; {link} by @mention on @mention @mention,Apple,Neutral,Apple
Man panhandling for an iPad 2 at SXSW. WhatÛªs the world coming to? {link} #iPad2 #SXSW,Apple,Neutral,Apple
Man panhandling for an iPad 2 at SXSW. WhatÛªs the world coming to? #iPad #apple #tablet #SXSW,iPad,Negative,Apple
Global #Android Activations Mapped and Animated {link} #smartphones #technology #wireless #mobile #tech #sxsw #sxswi #eidt,Google,Neutral,Google
"At Team Android party, come by @mention table &amp; show us Appolicious app on yr phone to enter to win Nexus S! {link} #sxsw",Android,Positive,Google
My free android tshirt #SXSW  {link},Android,Positive,Google
#sxsw q:Android webkit lags safari webkit @mention we want acceleration to be pervasive #browserwars,Apple,Neutral,Apple
Dear friends secret Michael Cera/Barbarian Group show at 5 pm here: {link} @mention @mention @mention @mention #sxsw #sxswi,Unknown,Neutral,Unknown
"Dear friends: would anyone lend me their iPad, Wed-Mon Mar 9-14 for #sxsw? Let me drop my data on it? (my back would thank you) #fb",Apple,Neutral,Apple
Is the Tandy 100 the Great Grandfather of the iPad?  U tell me? {link} #SXSWi #SXSW,Apple,Neutral,Apple
Domo iPhone &amp; Android App: Share with Facebook Strangers {link} via @mention #DOMO #SXSW,iPad or iPhone App,Positive,Apple
This iPhone #SXSW app would b pretty awesome if it didn't crash every 10mins during extended browsing. #Fuckit #Illmakeitwork,iPad or iPhone App,Negative,Apple
Best iPhone accessory of #sxsw {link} #rockstache #techsmith #istache /via @mention,iPhone,Positive,Apple
Hey #iPhone and #android #developers what is your favorite online development resource and why? #sxsw,Apple,Neutral,Apple
"SXSW iPhone app is awesome, but iPad app crashes every time. #sxsw",iPad or iPhone App,Negative,Apple
What iPhone apps do I put on screen 1 for #SXSW ? Making my new UI now for the next 7 days!,Apple,Neutral,Apple
Some iPhone art I accidentally made {link} #sxsw,Apple,Neutral,Apple
Is everyone at #sxsw going to have the New iPad 2 ?,Apple,Neutral,Apple
Free iPhone chargers at Austin Music Hall / Ignite Party #sxsw,Apple,Neutral,Apple
Does anyone else at #sxsw know where #Google is showing off Circles today?,Google,Neutral,Google
Does anyone else think that Google's Marissa Mayer looks like Laura Linney? :) @mention #SXSW,Google,Neutral,Google
I'm in line for an #iPad 2 @mention @mention #SxSW,iPad,Positive,Apple
Whoa - line for ipad2 is 3blks long!!! #apple #Austin #SXSW,Apple,Positive,Apple
{link} line for the ipad 2 at temp apple store in austin texas #sxsw,Apple,Neutral,Apple
This iphone game presentation is being delivered on a windows laptop.  #amusing #sxsw,Apple,Neutral,Apple
Does anyone have a dongle for an Apple Air at SXSW?  Just found out I can use slides -  would be a huge help!  Crowdsourced Dongle? #SXSW,Apple,Neutral,Apple
Does anyone have a picture of #apple 's pop up store at #sxsw Austin???  I wanna see!,Apple,Neutral,Apple
Does anyone have an address for the yeasayer concert tonight? Google maps is failing. #sxsw,Other Google product or service,Negative,Google
Does anyone have news from #SXSW? Other than the #iPad 2 is a must-have of course. {link},iPad,Positive,Apple
iPad 2 line is easily 300 deep! #sxsw  {link},Apple,Neutral,Apple
does anyone know if google did talk about #circles at #SXSW ?,Google,Neutral,Google
Does anyone know if the @mention store at #sxsw still has ipad 2's in stock?,iPad,Positive,Apple
Does anyone know if the #SXSW pop up Apple Store has any #iPad2 's left?,Apple,Neutral,Apple
Does anyone know if the Apple popup store at #SXSW still has stock?,Apple,Neutral,Apple
does anyone know of a way to watch @mention announcement @mention #sxsw?,Unknown,Neutral,Unknown
Does anyone know the name of the tv experience sharing iphone app mentioned at &quot;the last broadcast&quot; panel? #sxsw thanks!,Apple,Neutral,Apple
Best iphone mobile readable #SXSW interactive and film schedule site is...?,Apple,Neutral,Apple
I asked one of the booth people if #apple paid every single booth here to show their product on iPad2s. She said no. #idontbelieve #sxsw,Apple,Negative,Apple
This is one of the least helpful sessions at #sxsw.  Leave this session &amp; read these iPad Design notes instead.  {link} #UXDes,iPad,Positive,Apple
This is one of the three best apps we've seen at #SXSW {link},iPad or iPhone App,Positive,Apple
"Life Online Podcast w/ @mention @mention @mention on Android security, #SXSW, #DickBar, IE6, &amp; iPad 2 {link} #LolShow",Apple,Neutral,Apple
iPad 2 line stretching around the block #sxsw,Apple,Neutral,Apple
is EVERYONE that works at google this genius??!?  Seriously smart AND artistic. #SXSW,Google,Positive,Google
Turn iPhone to landscape on the @mention web app for details on the #SXSW cartridge contest!,Apple,Neutral,Apple
Get in line! Things will probably get crazy at the temp #Apple store in a bit. {link} #sxsw,Apple,Neutral,Apple
Your iPhone? ;-) RT @mention Can you find the one gadget NOT going in my bag for #SXSW?  {link},Apple,Neutral,Apple
"another one? holy social fragmentation&gt;Google to Launch New Social Network Called Circles, Possibly 2day at #sxsw {link} @mention",Google,Neutral,Google
Ok. Someone's trying to tell me something: For the 2nd day in a row I got to the #sxsw Apple store right as it closed.,Apple,Neutral,Apple
"Apple opened a pop-up store at #SXSW for the release of the iPad 2, and it was quite a scene. GEEK POWER! {link}",iPad,Positive,Apple
apple opened a temp store at 6 &amp; congress for #sxsw. Dope,Apple,Neutral,Apple
People lined up around the block outside the temporary Apple Store set up downtown for #sxsw to buy iPads. #get_a_lyfe,Apple,Neutral,Apple
@mention needs a driving buddy for 30 hours from #Albany to #SXSW -&gt; {link},Unknown,Neutral,Unknown
"At the panel: &quot;Your mom has an ipad, designing for boomers&quot; #sxsw",Apple,Neutral,Apple
"LinkedIn Nelson Medina HootSuite News: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android h... {link}",Apple,Neutral,Apple
It's a lonely job protecting the iPad 2 but someones gotta do it.  {link}  #sxsw,iPad,Positive,Apple
FREE #iTunes #SXSW ... link takes you to @mention #iTunes store  {link},Apple,Neutral,Apple
iPad 2 Lines 1 and a half blocks at #sxsw popup store  {link},Apple,Neutral,Apple
Thewildernessdowntown.com Best of Show at SXSW. Google's Thomas Gayno:  &quot;it is like a choreography of browser windows&quot; #SXSW,Other Google product or service,Positive,Google
"the internet blurs, {link} the iPad fades, {link} ÛÒ @mention at #SXSW",iPad,Negative,Apple
Google's new &quot;route-around&quot; feature gives 3 alternate routes to avoid traffic - collectively saving drivers 2 yrs/day #SXSW,Other Google product or service,Positive,Google
@mention New #UberSocial 4 #iPhone now in App Store includes UberGuide to #SXSW sponsored by #Mashable {link},Apple,Neutral,Apple
@mention New iPad Apps For #SpeechTherapy And Communication Are Showcased At The #SXSW Conference {link} #iear #edchat #asd,Apple,Neutral,Apple
@mention New iPad Apps For Speech Therapy And Communication Are Showcased @mention #SXSW Conference {link} #sxswi #assistivetech,iPad or iPhone App,Positive,Apple
@mention New iPad Apps For Speech Therapy And Communication Are Showcased @mention The #SXSW Conference {link} #sxswi #sxswh #edapps,Apple,Neutral,Apple
@mention New iPad Apps For Speech Therapy And Communication Are Showcased At #SXSW Conference {link} #sxswi #hcsm #sxswh,Apple,Neutral,Apple
@mention New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #apraxia #sxswi #sped,Apple,Neutral,Apple
@mention New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #augcomm #hcsm #mhealth,iPad or iPhone App,Positive,Apple
I covet #New IPad. {link} #SXSW,iPad,Positive,Apple
Buying 2 new iPad's with @mention #geekdate #apple #sxsw #ipad2,iPad,Positive,Apple
Google's new social network &quot;Circles&quot; being announced today?? #sxsw,Google,Neutral,Google
#sxsw I knew this would happen when the iPad 2 launched. Actually really funny when IRL... {link},Apple,Neutral,Apple
My fancy new Verizon 4g BB card keeps dropping.  AT&amp;T iPhone has been rock-steady at #SXSW.  #gofigure,Apple,Neutral,Apple
"Google's new version of Maps has already saved pp 2yrs in time spent locating places, since launch earlier this week. #SxSW",Other Google product or service,Positive,Google
Get Your New WordPress Blog Indexed In 24 Hours [checklist] {link} #SXSW,Unknown,Neutral,Unknown
#random #news #tech exclusive shot of #SXSW popup Apple Store! {link} #TT #FF,Apple,Positive,Apple
The only news at SXSWi was Apple's temporary iPad store? #sxsw #wth?,Apple,Neutral,Apple
@mention news from #sxsw lots of iPad bashing but everyone wants one. Even @mention consistent with theme,iPad,Positive,Apple
Wowwwwww next google maps is amazing! #sxsw,Other Google product or service,Positive,Google
This guy next to me is using his ipad 2 as a periscope. #sxsw,iPad,Positive,Apple
"Note for next year: skinny tie, skinny jeans, wayfarers &amp; an iPad. Must have accessories for #sxsw",Apple,Neutral,Apple
"money, money, money ....#Apple heads to #SXSW, sets up temporary store in Austin {link} via @mention",Apple,Neutral,Apple
"@mention NFC chips will be one of the big technology enablers of 2011. Nexus S already has it, and iPhone 5 probably will too. #sxsw",Apple,Neutral,Apple
Sweet. Danfung Dennis will be demoing the immersive video rig and iPad platform used in To Hell and Back Again at our #SXSW party.,iPad,Positive,Apple
"Interesting --&gt;&gt; RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Google,Neutral,Google
interesting &quot;@mention &quot;Google looks for technical solutions which why they're not great @mention community because its a human solution #SXSWÛ,Google,Negative,Google
"Backpacking #SXSW today, we'll see what kind of conversations my Google Cr-48 brings.",Google,Neutral,Google
Downloading #SXSW: Featured Artists - {link} #iTunes,Apple,Neutral,Apple
DownLoading #TheRocksReport and the new iPhone Software b4 we hit the road to #SxSW,Apple,Neutral,Apple
At debating brands role as publishers #sxsw.  Enjoyed what I heard from the google doodle guys too.,Google,Positive,Google
Interesting debate on jcpenney tactics on site showing for irrelevant keywords on google/bing &amp; punishment #sxsw #ranking #searchengineland,Google,Neutral,Google
I'm looking forward to our panel tomorrow (5pm) at #SXSW: Left Brain Search = Google. Right Brain Search = X {link},Google,Positive,Google
"I'm looking forward to the #SMCDallas pre #SXSW party Wed., and hoping I'll win an #iPad resulting from my shameless promotion.  #ChevySMC",iPad,Positive,Apple
My tweeting from #sxsw been pretty non existent today thanks to the @mention iPhone app #fail - Hootsuite is the epic replacement! #owllove,iPad or iPhone App,Negative,Apple
Interesting Google Mobile Stats at #SXSW - 40% of all Google Maps users (150 million) come from #mobile {link},Google,Neutral,Google
Z16: Saving Grace {link} [codes valid: 4:00-7:59:59p 03/12/11] #infektd #sxsw #zlf,Unknown,Neutral,Unknown
Like seeing how @mention is applying technology to Art Project. #sxsw,Unknown,Neutral,Unknown
Downloading innovative immersive history lesson &quot;Operation Ajax&quot; at #SXSW - take a look @mention (if got ipad),Apple,Neutral,Apple
Child using ipad for first time. {link} #UXDes #SXSW,Apple,Neutral,Apple
Interesting news ÛÏ@mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circlesÛ,Google,Neutral,Google
"I'm missing out! Apple's even opened a temporary store in downtown Austin for it, says @mention Hope @mention got his passport? #SXSW",Apple,Positive,Apple
Interesting post re #seo RT @mention How to improve website rankings: Advice from Google &amp; Bing at #SXSW {link} ^SE,Google,Neutral,Google
Interesting presentation on the building of #Netflix iphone App at #sxsw {link},iPad or iPhone App,Positive,Apple
"Interesting RT @mention @mention to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Unknown,Neutral,Unknown
Interesting RT @mention Google analytics can track offsite links as virtual pg views using Script. #moreknowledge #sxsw #mitharvard,Google,Positive,Google
Google/Bing search smackdown panel is in a giant room with not enough chairs. Hope you have a search for &quot;floor-sitting!&quot; #SXSW,Google,Neutral,Google
Fascinating talk on health data - from gov't to private. On the verge of something good. (see patientslikeme.com &amp; Google Body). #sxsw #fb,Google,Neutral,Google
Interesting talk on web fonts by Google guy #sxsw,Google,Neutral,Google
OK visiting that! @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,Neutral,Apple
Downloading the #SXSW app for my Iphone.,Apple,Neutral,Apple
Well having the iPad has really been the perfect device for #SXSW.,iPad,Positive,Apple
Still using the original first-generation iPhone. Wondering if this will get me kicked out of #SXSW,iPhone,Neutral,Apple
Interesting tidbit:  apple designed the iPad 2 case before designing the actual device.  #sxsw,iPad,Positive,Apple
Who's going to #SXSW?   Apple will have it's own store there....{link}  #AAPL,Apple,Positive,Apple
I was going to mock the tech-nerds for coming to #sxsw only to stand in a 4-hour line for an iPad 2. Then I remembered me and horror movies.,iPad,Negative,Apple
We're going to need a bigger battery. #sxsw #iphone,Apple,Neutral,Apple
Interesting to see Yellow Pages #iPad app come up as example of good practice #sxsw,iPad or iPhone App,Positive,Apple
Who's going to the Apple pop-up shop on Congress Avenue on Friday? #SXSW,Apple,Neutral,Apple
Is starting to think my #blackberry is more like the #abacus of phones. Damn u #iphone. #sxsw (I just wanted # abacus),iPhone,Negative,Apple
Interesting Tweet Stream from #SXSW #qabg (Follow this one) Q.A. Google &amp; Bing - with @mention &amp; @mention + someone from msn(lol),Google,Neutral,Google
#iPad being unloaded at #sxsw popup store. Awesome! {link},iPad,Positive,Apple
Interesting: 13 apps to watch out for in SXSW this year {link} #startups #sxsw #apps #iphone @mention @mention @mention,Apple,Neutral,Apple
"Interesting! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Google,Neutral,Google
Interesting. Google will launch circles later today where context is added to search #sxsw {link},Google,Neutral,Google
"Interesting. RT @mention RT @mention Google Circles might launch today at #sxsw, a new social network: {link}",Google,Neutral,Google
Interesting.....RT @mention Google Launching Secret New Social Network Called &quot;Circles&quot; {link} #sxsw,Google,Neutral,Google
"#iPad Lounge at @mention - Free daily for #sxsw - free coffee, #iPad #Art. Recharge. Refresh åÇ Austin Details {link}",iPad,Positive,Apple
"#iPad Lounge: Free daily for #SXSW. Recharge your devices, see  #Art Made on the #iPad show åÇ Austin Details {link}",Apple,Neutral,Apple
"#iPad Lounge: Recharge, coffee, H2O, iPad Art Show-free, daily for #sxsw 106 E 8th at Congress åÇ Austin Details {link}",Apple,Neutral,Apple
Great #longform panel. @mention much web content geared toward workplace reading. IPad/Kindle changed that. #sxsw,Apple,Neutral,Apple
@mention nice @mention  article on @mention  Android/iphone app #sxsw  launch: {link} Coming to VIP launch party?,Apple,Neutral,Apple
"@mention Nice #SXSW song @mention  DonÛªt hack, Write Rails. Under deliver, over sell. Work for Google. {link}",Google,Negative,Google
@mention Nice meeting you last night! Confession: I just installed @mention on my iPad &amp; really like it. :-) #SXSW,iPad or iPhone App,Positive,Apple
@mention Nice move on Apple #SXSW will be center of Apple fanboy-dom for the next week.,Apple,Positive,Apple
@mention nice vid on ipad 2 from #sxsw. Hope it was @mention behind the camera! {link},iPad,Positive,Apple
@mention nice work on organizing the apple pop-up store - but wish you were here in #austin for #sxsw!,Apple,Positive,Apple
The most niche product party I've been to yet! Google SketchUp. #SXSW {link},Google,Neutral,Google
"Google denies it will launch major new social network, Circles, at #sxsw. But some, including Tim O'Reily, say it exists and is, awesome!",Other Google product or service,Positive,Google
Google denies rumors about launching Circles at SXSW {link} #Facebook #Google #SXSW,Google,Neutral,Google
Apple opening a pop up store in downtown Austin for #SXSW and iPad 2 launch {link},Apple,Neutral,Apple
Apple opening a pop up store in downtown Austin for #SXSW and iPad 2 launch {link} via @mention,Apple,Neutral,Apple
"Apple opening a pop-up store for #SXSW. Cool, and another reason I'm #pissedimnotgoingtosxsw. {link}",Apple,Positive,Apple
Apple opening a store in downtown ATX for this wknd ONLY.. same time as #SXSW so ppl can buy iPad 2. ÛÏ@mention {link},Apple,Positive,Apple
Apple opening a temp store on 6th and Congress in Downtown Austin for iPad 2 release and SXSW #SXSW,Apple,Neutral,Apple
Apple opening a temporary 2-week store at #SxSW just to make it easier to get iPad2 for geeks attending the conference {link},Apple,Neutral,Apple
"Apple opening downtown Austin pop up store for #SXSW. RT @mention Before It Even Begins, Apple Wins SXSW {link}",Apple,Positive,Apple
Apple Opening Pop-Up Store in Austin (Sixth &amp; Congress) for #SXSW {link} #iPad2,Apple,Neutral,Apple
Apple opening pop-up store in Austin at Congress and 6th to sell new iPads.  #sxsw  {link},iPad,Positive,Apple
Apple Opening Pop-Up Store In Austin ForåÊ@mention Û¼ via @mention Û¼ {link} #SXSW,Apple,Neutral,Apple
Apple Opening Pop-Up Store In Austin For #SXSW {link} (via @mention,Apple,Neutral,Apple
"Apple Opening Pop-Up Store In Austin For SXSW {link} - phew, I was beginning to panic, thanks Steve #SXSW",Apple,Positive,Apple
Apple Opening Pop-Up Store In Austin For SXSW {link} #Apple #AppleApple #SXSW,Apple,Neutral,Apple
Apple Opening Pop-Up Store In Austin For SXSW {link} #sxsw,Apple,Neutral,Apple
Apple Opening Pop-Up Store In Austin For SXSW ~ {link} &lt;- Ya gotta hand it to Apple... always innovating #apple #sxsw,Apple,Positive,Apple
Apple Opening Pop-Up Store in Austin for SXSW Geekfest [Apple] {link} #Apple #BrianLam #iPad2 #SXSW,Apple,Neutral,Apple
Apple opening temp store Friday at 6th &amp; Congress during #sxsw {link},Apple,Neutral,Apple
Apple Opening Temporary iPad 2 Store to Handle #SXSW Demand {link},Apple,Neutral,Apple
apple opening temporary pop-up store in Austin for #SXSW and iPad 2 launch {link},Apple,Neutral,Apple
I'm listening to 'Congo' by Os Ipanemas via the Discovr app on my iPhone {link} Live from #sxsw,Apple,Neutral,Apple
I'm listening to 'Get By' by Talib Kweli via the Discovr app on my iPhone while I'm on a plane to #sxsw. Love Gogo.  {link},iPad or iPhone App,Positive,Apple
People lining up for Team Android Awards #sxsw {link},Google,Neutral,Google
Apple opening up temporary store in downtown Austin for #sxsw and the iPad 2 launch {link},Apple,Positive,Apple
"Great evening w/ @mention + @mention Into Karateka, Castle Wolfenstein, ChopLifter and other Apple // classics. #SXSW #OldSko0l",Apple,Positive,Apple
You'd think #att would do a better job w/ #sxsw coverage.  Glad i have #veriphone #vzw #iphone,Apple,Neutral,Apple
UGH I think I've effectively broken my #SXSW parties google calendar. TOO MUCH GOING ON #psychedthough,Google,Neutral,Google
Still thinking about how awesome the  #smileyparty was at #SXSW and how they are going to give me an iPad! #please,Apple,Neutral,Apple
"Also, thanks to Apple for releasing iOS 4.3 just in time for #SXSW. Installed it just before leaving home!",Apple,Positive,Apple
30mio downloads of #angrybirds on android #sxsw #nokiaconnects,Google,Neutral,Google
Sam has unlocked the TightAssTraveler achievement at #sxsw using Google Maps with Transit instructions.,Google,Neutral,Google
I'm the only one at #sxsw without any apple products,Apple,Neutral,Apple
"Like a venn diagram ? &quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw&quot;",Google,Neutral,Google
"Dan Neumann just announced the launch of Organic's first consumer-facing iPad app, Broadfeed at #SXSW 
check it out!!",iPad,Positive,Apple
You're gonna want these iPhone apps if you're heading to #SXSW today. 10 hot ones. Download away! {link},iPad or iPhone App,Positive,Apple
"MyPOV: Winner: popup Apple Store, Chevy Cruze  Losers: Investors propping up frothy startups w/ no enterprise strategy. #sxsw",Apple,Positive,Apple
Who's #winning #SXSW the day before it even begins? Apple - {link} /@mention,Apple,Neutral,Apple
I keep winning shit! Thanks @mention for the killer iPad case. #sxsw,Other Apple product or service,Positive,Apple
That's funny. Think I see you everywhere RT @mention Look for me at sxsw. I'm the bearded guy in plaid on an iPhone.  #sxsw  #nfusion,Apple,Neutral,Apple
"There is no bigger gathering of web-browsing, app-downloading, iPhone-toting geeks ...  #pepsi #sxsw #at038t {link}",Apple,Neutral,Apple
@mention No iPhone? No worries. Drop into one of our venues and talk to a concierge. We'll take care of you! #SXSW #SXSWi,Apple,Neutral,Apple
@mention no need there is an apple popup store walking distance from #sxsw now!,Apple,Neutral,Apple
@mention No worries man! Just glad I got to run into ya in the iPad line. #sxsw,Apple,Neutral,Apple
"@mention no, apple set up shop downtown for #sxsw",Apple,Neutral,Apple
"@mention No, no, no .. I wouldn't buy an iPad 2. I'd wait for the iPad 3 with teleporting capabilities. #sxsw",iPad,Negative,Apple
This technology couldn't happen on an iPhone' - Nokia #pushsnowboarding #sxsw,iPhone,Negative,Apple
#NFC technology:  Google's testing using stickers in store windows that you can tap to get info. #sxsw,Google,Neutral,Google
RT: It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,Neutral,Apple
There at not even words for how much the wireless at #SXSW sucks.  Thank goodness for my iPhone.,iPhone,Positive,Apple
@mention not launching any products at #SXSW but they are doing plenty else. Join them for #H4ckers &amp; 80s dancing.{link},Unknown,Neutral,Unknown
Last but not least you can also get a copy of Stupid Game Plus for your iPhone {link} also for a special #sxsw price!,Apple,Neutral,Apple
"@mention not my choice, believe me! Wore out three Apple 'Genius's' in the process. All better now and on the ground at #sxsw",Apple,Neutral,Apple
@mention Not only at Cedar Street Courtyard but also at Apple Store #SXSW {link} from a small fan :-),Apple,Neutral,Apple
Wow. I'm not spending a minute more at #SXSW in line than I have to. RT @mention Apple Popup Store at #SXSW {link},Apple,Neutral,Apple
"@mention Not sure why you @mention me 4this. I don't have an iPhone or recommend apps. #SXSW Oh, &amp; you don't follow me, either? WTH..?",Apple,Neutral,Apple
Probably not the right time but surely on the way RT VentureBeat: Can @mention get social in Texas? {link} #sxsw #google #tech,Google,Neutral,Google
@mention Not to shill for the iPad but don't underestimate its appeal. {link} #newsapps #sxsw,iPad,Positive,Apple
"#SXSW keynote Marissa Mayers: 12 billion miles driven w/ Google maps navigation / yr, route around traffic saving users 2 yrs total. Wow.",Other Google product or service,Positive,Google
"Hmmm... another one? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Google,Neutral,Google
iPad 2. Another reason I'd love to be @mention #sxsw,iPad,Positive,Apple
There is nothing quite like #SXSW to make you want an iPad. Desperately. Am almost drooling on the guy's next to me.,iPad,Positive,Apple
There is nothing sillier than watching people record video with an ipad. #SXSW,iPad,Negative,Apple
Google Announces Check-ins: SXSW Location-Based Geo-Fencing Applications - {link} #ireport #WSsxsw #sxsw #SCRM #SM #marketing,Google,Neutral,Google
Agreed ÛÓ Novelty of #iPad news #apps fades fast among digital delegates ÛÓ {link}  #media #SXSW (via @mention,iPad,Negative,Apple
Did you know each year the SXSW conference showcases tons of new music? Download it for free: {link} #sxsw #free #music #fb,Unknown,Neutral,Unknown
"I don't know how I ended up here, but the Google party is going off!!! Robot ninja wars!!! #sxsw",Google,Positive,Google
"&quot;I know I'm right, I own an Apple&quot; #sxsw",Apple,Positive,Apple
Thinking now that I shoulda gone to SXSW this year ...first year of the iPad.. Could be some interesting sessions. #sxsw,iPad,Positive,Apple
I wanna know too RT @mention One of our producers is going to #SXSW. What (hopefully free) #iPhone apps should she DL?,iPad or iPhone App,Positive,Apple
"I don't know what time it is! iPhone, blackberry, camera, hotel clock, TV all say different times. Austin, Texas #SXSW -- what time is it?",Apple,Neutral,Apple
"Anybody know whether I can nab white, 3G, 64GB #iPad2 at #Austin #SXSW #Apple #PopUpStore?",iPad,Positive,Apple
I don't know why you would do original content ONLY for anything in today's world.(And the iPad 2 is better.)  Barry Diller #SXSW,iPad,Positive,Apple
Queue up now... #Apple set to open popup shop in core of #SXSW action for #iPad2 {link},Apple,Neutral,Apple
Apple opens &quot;Pop-up&quot; store for #SXSW RT @mention Smart. Very well played Fruit Co. {link} /via @mention,Apple,Positive,Apple
Apple opens #popup shop at #SXSW. {link} via @mention #in  #brand #values #design #innovation,Apple,Neutral,Apple
"Apple opens #sxsw pop-up store in Austin, TX - {link}",Apple,Neutral,Apple
